NtsbNo,EventType,EventDate,City,State,Country,N,HighestInjuryLevel,FatalInjuryCount,SeriousInjuryCount,MinorInjuryCount,Latitude,Longitude,Make,Model,Operator
CEN23LA110,ACC,2023-02-18T13:15:00Z,Windom,Minnesota,United States,N9168P,None,0,0,0,46.713346,-92.491301000000007,Titan,TORNADO II,NA
CEN23LA114,ACC,2023-02-18T12:00:00Z,Venus,Texas,United States,N6536G,None,0,0,0,32.36,-97.03,CESSNA,150,Aviator Air LLC
ERA23LA150,ACC,2023-02-17T19:19:00Z,Fernandina Beach,Florida,United States,N740NG,None,0,0,0,30.612298,-81.462179,CIRRUS DESIGN CORP,SR22,ADROIT REAL ESTATE HOLDINGS LLC
CEN23LA112,ACC,2023-02-17T12:16:00Z,Houston,Texas,United States,N14QB,None,0,0,0,29.645984,-95.278587,HONDA AIRCRAFT CO LLC,HA-420,NA
DCA23LA179,INC,2023-02-16T21:59:00Z,Sarasota,Florida,United States,"N976NN, C-FJQH",None,0,0,0,27.3951,-82.5538,"BOEING, AIRBUS","737-823, 321","AMERICAN AIRLINES INC,Air Canada Rouge"
ERA23LA127,ACC,2023-02-16T15:31:00Z,Atlanta,Georgia,United States,N103AV,Serious,0,1,1,33.870301,-84.30246,PIPER,PA-28-181,Centennial Aviation Academy INC
DCA23LA175,ACC,2023-02-16T08:30:00Z,New Orleans,Louisiana,United States,N505NK,Serious,0,1,2,29.993333,-90.258056,AIRBUS,A319-132,SPIRIT AIRLINES INC
WPR23LA112,ACC,2023-02-15T18:30:00Z,Corning,California,United States,UNREG,Fatal,1,0,0,39.94257,-122.17846,STAR LITE,SL1,NA
CEN23LA115,ACC,2023-02-15T16:20:00Z,Cahokia,Illinois,United States,N7681F,None,0,0,0,38.570361,-90.155083,PIPER,PA-34-200T,NA
WPR23LA119,ACC,2023-02-15T13:40:00Z,Fullerton,California,United States,N8318C,None,0,0,0,33.872014,-117.97978,PIPER,PA28,SALE REPORTED
ERA23LA139,ACC,2023-02-15T11:00:00Z,Keystone Heights,Florida,United States,N2419V,None,0,0,0,29.804163,-82.040263,CESSNA,140,NA
ANC23LA023,ACC,2023-02-14T09:00:00Z,Kona,Hawaii,United States,N5KR,Minor,0,0,1,19.756336,-156.04473,CESSNA,P337H,"Big Island Air, INC"
ANC23LA022,ACC,2023-02-13T16:00:00Z,Chugiak,Alaska,United States,N9572G,None,0,0,0,61.414737,-149.50909,CESSNA,U206F,NA
CEN23LA108,ACC,2023-02-12T18:28:00Z,Crosby,Texas,United States,N3238L,Serious,0,1,1,29.937852,-95.041393,CESSNA,172H,NA
WPR23LA109,ACC,2023-02-12T17:00:00Z,Morgan,Utah,United States,N8135K,None,0,0,0,41.148677,-111.76714,STINSON,108-1,NA
CEN23LA107,ACC,2023-02-12T10:58:00Z,Lakeway,Texas,United States,N304MA,None,0,0,0,30.363162,-97.995269,MOONEY AIRCRAFT CORP.,M20,NA
CEN23LA106,ACC,2023-02-11T15:06:00Z,Cortland,Illinois,United States,N592J,None,0,0,0,41.936666,-88.708611,JABIRU USA SPORT AIRCRAFT LLC,J250-SP,NA
ERA23LA126,ACC,2023-02-11T13:50:00Z,Rochester,New York,United States,N600C,None,0,0,0,43.119144,-77.671869,GATES LEARJET CORP,55,1982-047 LLC
DCA23LA170,ACC,2023-02-10T22:51:00Z,Rushville,Indiana,United States,N944AN,Serious,0,1,0,39.61003,-85.45,BOEING,737,American Airlines
ANC23LA021,ACC,2023-02-10T18:00:00Z,Tok,Alaska,United States,N44782,None,0,0,0,63.330079,-142.96163,PIPER,PA-32-260,NA
ANC23LA020,ACC,2023-02-08T18:00:00Z,Soldotna,Alaska,United States,N5987H,None,0,0,0,60.474864,-151.03964,PIPER,PA-16,NA
CEN23LA104,ACC,2023-02-08T11:00:00Z,Waukesha,Wisconsin,United States,N426SJ,None,0,0,0,43.04163,-88.234731,CIRRUS DESIGN CORP,SF50,NA
WPR23LA108,ACC,2023-02-07T07:45:00Z,Lander,Wyoming,United States,N4045R,None,0,0,0,42.82,-108.73,MAULE,M-7-260C,NA
WPR23LA107,ACC,2023-02-06T22:35:00Z,Yuma,Arizona,United States,N36FA,Minor,0,0,1,32.6895,-114.54555,BELL,OH-58A,TRI ROTOR SPRAY & CHEMICAL
ERA23LA125,ACC,2023-02-06T18:50:00Z,Pikeville,North Carolina,United States,N116CL,None,0,0,0,35.464585,-77.96094,DIAMOND AIRCRAFT IND INC,DA20-C1,NA
ERA23LA140,ACC,2023-02-06T17:30:00Z,Lake Katrine,New York,United States,N871LA,None,0,0,0,41.983527,-73.962383,DIAMOND AIRCRAFT IND INC,DA 40 NG,Take Flight Aviation
CEN23LA103,ACC,2023-02-06T16:45:00Z,Bismarck,North Dakota,United States,N425Z,Minor,0,0,2,46.772734,-100.74573,CESSNA,425,PEGASUS ROYALTY GROUP LLC
ERA23LA124,ACC,2023-02-06T15:32:00Z,Milton,Florida,United States,N330PC,Serious,0,1,0,30.638474,-86.991712,CANTON PAUL A,RV-6,NA
CEN23LA133,ACC,2023-02-06T13:00:00Z,Hilbert,Wisconsin,United States,N1074W,None,0,0,0,44.147447,-88.163783,BEECH,F33A,NA
WPR23LA105,ACC,2023-02-05T17:30:00Z,Yakima,Washington,United States,N7452F,None,0,0,0,46.709655,-120.6724,HUGHES,269C,HALLN LLC
WPR23LA104,ACC,2023-02-05T14:16:00Z,Gladewater,Texas,United States,N123JV,Minor,0,0,4,32.528833,-94.97175,BEECH,F35,NA
CEN23LA099,ACC,2023-02-05T13:55:00Z,Eau Claire,Wisconsin,United States,N9770J,None,0,0,0,44.865806,-91.48425,PIPER,PA-28-160,NA
CEN23LA100,ACC,2023-02-05T13:00:00Z,Denton,Texas,United States,N5442B,None,0,0,0,33.20513,-97.200315,CESSNA,152,US Aviation Group LLC
CEN23LA101,ACC,2023-02-04T17:30:00Z,Bayport,Minnesota,United States,N9111L,Minor,0,0,1,44.995739,-92.813886,BELLANCA,7ACA,HOLMAN HOBOS FLYING CLUB INC
WPR23LA103,ACC,2023-02-04T16:05:00Z,Porterville,Utah,United States,N3969B,Minor,0,0,1,40.972142,-111.70443,PIPER,PA-12,NA
CEN23LA109,ACC,2023-02-04T14:00:00Z,Montevideo,Minnesota,United States,N1982Z,None,0,0,0,44.97,-95.71,CESSNA,150,NA
DCA23FA149,INC,2023-02-04T07:40:00Z,Austin,Texas,United States,"N7827A, N297FE",None,0,0,0,30.1975,-97.6664,"BOEING, BOEING","737-79P, 767-32LF","SOUTHWEST AIRLINES CO,FEDERAL EXPRESS CORP"
ANC23LA019,ACC,2023-02-02T14:29:00Z,Newtok,Alaska,United States,N9996M,None,0,0,0,60.93916,-164.64124,CESSNA,207,Yute Air Commuter
ERA23LA123,ACC,2023-02-02T13:00:00Z,Port Orange,Florida,United States,N864JB,Serious,0,2,0,29.075329,-81.053203,PIPER,PA46,NA
CEN23LA102,ACC,2023-02-01T17:00:00Z,Limon,Colorado,United States,N5163H,None,0,0,0,39.269236,-103.66428,CESSNA,172S,EDB Air Inc
ERA23LA153,ACC,2023-01-31T15:30:00Z,Williston,Florida,United States,N4811E,None,0,0,0,29.346834,-82.472207,GREEN RICHARD H,VAN'S RV7A,NA
WPR23LA102,ACC,2023-01-31T12:45:00Z,Hayden,Idaho,United States,N9235B,None,0,0,0,47.77,-116.82,CESSNA,175,NA
CEN23LA097,ACC,2023-01-29T22:38:00Z,Cleveland,Texas,United States,N621EW,Minor,0,0,1,30.338417,-95.0255,CESSNA,172L,NA
WPR23LA106,ACC,2023-01-29T17:00:00Z,Sandpoint,Idaho,United States,N1791P,NA,0,0,0,48.299528,-116.56013,PIPER,PA-22,NA
WPR23LA101,ACC,2023-01-29T13:30:00Z,Dallesport,Washington,United States,N127DT,None,0,0,0,45.668,-120.8588,CUB CRAFTERS INC,CC18-180,NA
CEN23FA095,ACC,2023-01-28T20:02:00Z,Hooker,Oklahoma,United States,N6482B,Fatal,1,0,0,36.97122,-101.29074,CESSNA,172,NA
ERA23LA122,ACC,2023-01-28T18:51:00Z,Sylacauga,Alabama,United States,N107DF,Serious,0,1,0,33.186405,-86.331774,AERO COMMANDER,500,CENTRAL AIR SOUTHWEST INC
ERA23LA119,ACC,2023-01-28T18:20:00Z,Miami,Florida,United States,N16TH,None,0,0,0,25.761681,-80.191788,BEECH,A23,MOSQUERA DANIEL
ERA23LA121,ACC,2023-01-28T16:42:00Z,Hartford,Connecticut,United States,N550LX,Serious,0,1,0,41.736503,-72.646673,RICHARD BRINKMAN,LANCAIR 4P,NA
ERA23LA120,ACC,2023-01-28T14:10:00Z,Calhoun,Georgia,United States,N5587Q,Minor,0,0,2,34.446040000000004,-84.9367,MOONEY,M20C,NA
WPR23LA098,ACC,2023-01-27T09:37:00Z,Murrieta,California,United States,N4758C,Serious,0,1,1,33.560556,-117.13027,CESSNA,T210N,32EAGLE LLC
CEN23LA096,ACC,2023-01-26T13:15:00Z,Chickala,Arkansas,United States,N188DL,None,0,0,0,35.215919,-93.3049,MAULE,MX-7-235,Pilot
CEN23LA098,ACC,2023-01-25T14:00:00Z,Eagle River,Wisconsin,United States,N73034,None,0,0,0,45.5594,-89.161,CESSNA,120,NA
WPR23LA099,ACC,2023-01-24T18:45:00Z,Rich County,Utah,United States,N23FD,None,0,0,0,41.395014,-111.3972,BEECH,C23,NA
ERA23LA117,ACC,2023-01-24T17:42:00Z,Buford,Georgia,United States,N7470R,None,0,0,0,34.05,-84.03,PIPER,PA-28-140,Advanced Aviation
CEN23LA093,ACC,2023-01-24T16:39:00Z,Indianapolis,Indiana,United States,N99EC,Fatal,1,0,0,39.701295,-86.136893,CIRRUS DESIGN CORP,SR20,NA
WPR23LA097,ACC,2023-01-24T14:00:00Z,Sweet Home,Oregon,United States,N202WM,Minor,0,0,1,44.246667,-122.36777,KAMAN AEROSPACE CORP,K-1200,"Heliqwest International, Inc."
ERA23LA118,ACC,2023-01-23T19:44:00Z,Raleigh/Durham,North Carolina,United States,N747PK,None,0,0,0,35.877639,-78.787472,PIPER,PA28,RALEIGH FLYING CLUB LLC
WPR23LA096,ACC,2023-01-23T17:30:00Z,Mesa,Arizona,United States,N9534A,None,0,0,0,33.31,-111.66,CESSNA,170,NA
DCA23LA133,INC,2023-01-23T17:11:00Z,Honolulu,Hawaii,United States,"N774UA, N145KA",None,0,0,0,21.318701,-157.92199,"BOEING, CESSNA","777-222, 208B","UNITED AIRLINES INC,KAMAKA AIR LLC"
CEN23LA092,ACC,2023-01-23T10:58:00Z,Eden Prairie,Minnesota,United States,N7114C,None,0,0,0,44.828691,-93.458088,PIPER,PA-28,AV8 FLIGHT ASSETS LLC
CEN23LA088,ACC,2023-01-22T12:27:00Z,Tomball,Texas,United States,N9306Y,None,0,0,0,30.050017,-95.679931,BEECH,M35,"TFF, Inc"
WPR23LA135,ACC,2023-01-21T16:30:00Z,Skull Valley,Arizona,United States,N92570,None,0,0,0,34.508913,-112.67989,CESSNA,172M,NA
CEN23LA090,ACC,2023-01-20T19:30:00Z,Hyannis,Nebraska,United States,N717DJ,None,0,0,0,42.009369,-101.77009,AMERICAN CHAMPION AIRCRAFT,8KCAB,Flying W Ranch
CEN23LA087,ACC,2023-01-20T17:34:00Z,Shreveport,Louisiana,United States,N71SN,None,0,0,0,32.545827,-93.75031,WORLD AIRCRAFT CO,WA-3,NA
ERA23LA114,ACC,2023-01-20T16:15:00Z,Wauchula,Florida,United States,N40DG,Minor,0,0,1,27.514917,-81.880472,DEGRAW RICHARD R,SUMMIT 23,NA
ERA23LA115,ACC,2023-01-20T14:40:00Z,Benton,Tennessee,United States,N1NZ,Minor,0,0,1,35.187601,-84.559258,EIRIAVION OY,PIK-20D,NA
WPR23LA095,ACC,2023-01-20T10:30:00Z,Calexico,California,United States,N95U,None,0,0,0,32.67,-115.52,CESSNA,195A,NA
CEN23LA089,ACC,2023-01-20T09:50:00Z,San Antonio,Texas,United States,N5610U,None,0,0,0,29.739,-98.451,PIPER,PA-28-140,Anderson Aviation LLC
ERA23FA113,ACC,2023-01-19T18:29:00Z,North Castle,New York,United States,N19MT,Fatal,2,0,0,41.08207,-73.72808,BEECH,A36,DAVIATION INC
ERA23LA116,ACC,2023-01-19T12:15:00Z,Orlando,Florida,United States,N915KF,None,0,0,0,28.425244,-81.329904,MESAFOX LLC,KITFOX,MESAFOX LLC
WPR23LA094,ACC,2023-01-19T09:00:00Z,Carlsbad,California,United States,N57355,None,0,0,0,33.1064,-117.3219,PIPER,PA28R,N57335 LLC
WPR23FA092,ACC,2023-01-18T14:07:00Z,Modesto,California,United States,N4765G,Fatal,1,0,0,37.618304,-120.93793,CESSNA,414,NA
ERA23LA112,ACC,2023-01-18T10:03:00Z,Middlefield,Ohio,United States,N101MA,None,0,0,0,41.449596,-81.062934,PIPER,PA-31-350,PABLO AIR CHARTERS LLC
WPR23LA087,ACC,2023-01-18T09:18:00Z,Poplar,Montana,United States,N200EJ,None,0,0,0,48.134417,-105.16213,RAYTHEON AIRCRAFT COMPANY,BE-200,LYNCH FLYING SERVICE INC DBA
CEN23LA085,ACC,2023-01-17T15:44:00Z,Brush,Colorado,United States,N41529,None,0,0,0,40.264361,-103.57563,PIPER,PA-18-150,NA
CEN23FA084,ACC,2023-01-17T11:39:00Z,Yoakum,Texas,United States,N963MA,Fatal,4,1,0,29.297638,-97.121353,PIPER,PA46,NA
ANC23LA015,ACC,2023-01-16T15:08:00Z,Anchorage,Alaska,United States,N3904M,None,0,0,0,61.132206,-149.94506,PIPER,PA-12,NA
WPR23LA090,ACC,2023-01-16T11:30:00Z,Minidoka,Idaho,United States,N30737,None,0,0,0,43.037078,-113.7343,MAULE,MX-7-160,NA
ANC23LA012,ACC,2023-01-16T06:15:00Z,Kualapuu,Hawaii,United States,N236KA,Serious,0,1,1,21.139551,-157.13452,CESSNA,208B,KAMAKA AIR LLC
CEN23FA079,ACC,2023-01-16T05:00:00Z,Kingfisher,Oklahoma,United States,N8266D,Fatal,2,0,0,35.874283,-97.792645,PIPER,PA-32-301T,ENGINEERS FLYING CLUB
WPR23LA091,ACC,2023-01-15T11:30:00Z,San Diego,California,United States,N9687J,None,0,0,0,32.813613,-117.1417,PIPER,PA-28-180,Christopher Cardoza
CEN23LA083,ACC,2023-01-15T10:30:00Z,Brashear,Texas,United States,N1957P,None,0,0,0,32.98421,-95.69327,CHEEK CARROLL,HATZ/CHEEK,NA
CEN23LA081,ACC,2023-01-14T15:25:00Z,Conroe,Texas,United States,N512P,Serious,0,1,1,30.306237,-95.462724,PITTS,MODEL 12,NA
CEN23LA082,ACC,2023-01-14T12:15:00Z,Las Animas,Colorado,United States,N9393H,None,0,0,0,38.054028,-103.23847,CESSNA,182R,NA
DCA23LA125,INC,2023-01-13T21:44:00Z,Queens,New York,United States,"N914DU, N754AN",None,0,0,0,40.6413,-73.7781,"BOEING, BOEING","737-900ER, 777-223","Delta Air Lines,American Airlines"
ANC23LA013,ACC,2023-01-13T16:30:00Z,Wasilla,Alaska,United States,N29886,None,0,0,0,61.332529,-150.07709,TAYLORCRAFT,BL-65,NA
ANC23LA018,ACC,2023-01-13T13:01:00Z,Glennallen,Alaska,United States,N5373Y,Minor,0,0,1,62.00667,-147.30638,PIPER,PA-18-180,NA
ERA23FA109,ACC,2023-01-12T21:17:00Z,Dawsonville,Georgia,United States,N4254T,Fatal,1,0,0,34.361402,-84.136949,PIPER,PA-28-180,NA
WPR23LA089,ACC,2023-01-12T14:00:00Z,Yelm,Washington,United States,N225V,None,0,0,0,46.926247,-122.55832,BEECH,95-C55,NA
WPR23LA088,ACC,2023-01-12T12:00:00Z,Agua Caliente Springs,California,United States,N2875K,None,0,0,0,32.955687,-116.29494,CESSNA,180K,NA
CEN23FA077,ACC,2023-01-11T20:24:00Z,Auburn,Nebraska,United States,N22859,Fatal,2,0,0,40.36171,-95.779759,CESSNA,150H,NA
ERA23FA108,ACC,2023-01-11T19:09:00Z,Dayton,Virginia,United States,N43156,Fatal,1,0,0,38.52827,-79.1325,PIPER,PA-32R-301,NA
ERA23LA111,ACC,2023-01-10T17:43:00Z,Somerville,Tennessee,United States,N5841W,None,0,0,0,35.217222,-89.380019,PIPER,PA-28-160,First Team Pilot Training LLC
CEN23LA080,ACC,2023-01-10T14:58:00Z,Bolingbrook,Illinois,United States,N9283Q,None,0,0,0,41.728044,-88.034925,BEECH,G33,NA
CEN23LA086,ACC,2023-01-10T13:40:00Z,Fowlerton,Texas,United States,N811S,Minor,0,0,1,28.255431,-98.739375,ROBINSON HELICOPTER,R44,SMITH HELICOPTERS INC
ERA23LA168,ACC,2023-01-08T16:08:00Z,Ridgeland,South Carolina,United States,N61TW,None,0,0,0,32.496851,-80.993149,WEISS THEODORE T,RV-8,NA
WPR23LA086,ACC,2023-01-07T14:18:00Z,Kent,Washington,United States,N528J,Serious,0,2,0,47.364212,-122.23114,JAMES C SCHINDLER,CHALLENGER II,Andrew Semanskee
ERA23FA103,ACC,2023-01-07T13:13:00Z,Suffolk,Virginia,United States,N592FL,Fatal,2,0,0,36.602222,-76.598056,PIPER,PA28,NA
CEN23FA074,ACC,2023-01-06T18:52:00Z,Fayetteville,Arkansas,United States,N673V,Fatal,1,0,0,35.991024,-94.105168,BEECH,M35,NA
ERA23LA105,ACC,2023-01-05T17:04:00Z,Paris,Kentucky,United States,N6111W,Minor,0,0,1,38.2098,-84.253,PIPER,PA-28-140,NA
ERA23LA102,ACC,2023-01-05T14:19:00Z,Calhoun,Georgia,United States,N522EA,None,0,0,0,34.450082,-84.938189,STRAY GOOSE RESEARCH LLC,AIRCAM,STRAY GOOSE RESEARCH LLC
CEN23LA076,ACC,2023-01-05T12:20:00Z,Council Bluffs,Iowa,United States,N71494,None,0,0,0,41.260111,-95.758639,CESSNA,182M,NEVERLAND LLC
WPR23FA083,ACC,2023-01-04T05:00:00Z,New Harmony,Utah,United States,N814WT,Fatal,1,0,0,37.520518,-113.28055,PIPER AIRCRAFT INC,PA-34-220T,NA
CEN23LA075,ACC,2023-01-03T18:04:00Z,Yukon,Oklahoma,United States,N7769E,None,0,0,0,35.4887,-97.8213,CESSNA,150,EDWARDS SAMUEL T
ERA23LA104,ACC,2023-01-03T13:35:00Z,Opa-locka,Florida,United States,N2354E,None,0,0,0,25.911205,-80.265358,CESSNA,172N,SKYDUO FLIGHT ACADEMY LLC.
DCA23LA114,ACC,2023-01-02T17:35:00Z,New York,New York,United States,"N928XJ, EI-EJM",None,0,0,0,40.635494,-73.782786,"BOMBARDIER INC, AIRBUS","CL-600-2D24, A330","Endeavor Airlines,Italia Trasporto Aereo Spa"
ANC23LA011,ACC,2023-01-02T15:57:00Z,Kenai,Alaska,United States,N94X,Minor,0,0,1,60.726361,-151.29916,PIPER,PA-18-150,NA
WPR23FA080,ACC,2023-01-02T05:00:00Z,Provo,Utah,United States,N555NR,Fatal,1,2,1,40.222154,-111.72385,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,NA
ERA23LA107,ACC,2023-01-01T20:30:00Z,Old Bridge,New Jersey,United States,N8282K,None,0,0,0,40.333721,-74.342052,PIPER,PA-32R-301T,NA
WPR23LA082,ACC,2023-01-01T15:40:00Z,Watsonville,California,United States,N7181A,Serious,0,1,0,36.935733,-121.78963,CESSNA,172,NA
CEN23LA073,ACC,2023-01-01T15:00:00Z,Conway,Arkansas,United States,N7003G,None,0,0,0,35.019889,-92.555111,CESSNA,172K,NA
DCA23LA109,ACC,2022-12-31T16:39:00Z,Montgomery,Alabama,United States,N264NN,Fatal,1,0,0,32.302887,-86.39117,EMBRAER S A,ERJ 170-200 LR,Envoy Air Inc.
ERA23LA100,ACC,2022-12-30T16:00:00Z,Dublin,Virginia,United States,N121,None,0,0,0,37.137336,-80.678479,FOUTZ ROBERT V,COZY MARK IV,NA
ERA23LA097,ACC,2022-12-29T14:29:00Z,Athens,Georgia,United States,N9026P,Minor,0,0,1,33.95749,-83.3181,PIPER,PA24,NA
CEN23FA071,ACC,2022-12-29T05:00:00Z,Galliano,Louisiana,United States,N595RL,Fatal,4,0,0,28.83167,-89.55783,BELL,407,"Rotorcraft Leasing Company, LLC"
ERA23LA098,ACC,2022-12-28T12:30:00Z,Ethel,West Virginia,United States,N8217M,None,0,0,0,37.856177,-81.914973,CESSNA,182P,NA
WPR23LA081,ACC,2022-12-27T19:29:00Z,Hawthorne,California,United States,N16DF,None,0,0,0,33.922548,-118.34365,EMBRAER EXECUTIVE AIRCRAFT INC,EMB-505,Solairus Aviation
WPR23LA078,ACC,2022-12-27T17:35:00Z,Boulder City,Nevada,United States,N835GC,Serious,0,6,1,35.947156,-114.85617,AIRBUS HELICOPTERS,EC 130 T2,"Papillon Airways, Inc"
CEN23LA072,ACC,2022-12-27T05:00:00Z,Brookshire,Texas,United States,"N282TX, N3333E",None,0,0,0,29.801769,-95.898943,"PIPER, NORTH AMERICAN","PA46, P51",","
ERA23LA094,ACC,2022-12-26T21:35:00Z,Franklin,Virginia,United States,N177D,Minor,0,0,1,36.702778,-76.892778,CESSNA,177,"BARGER, RANDALL G"
WPR23LA076,ACC,2022-12-26T17:45:00Z,Morgan,Utah,United States,N210CU,None,0,0,0,41.148676,-111.76714,CESSNA,210N,NA
CEN23LA070,ACC,2022-12-26T14:30:00Z,Navasota,Texas,United States,N26625,None,0,0,0,30.367139,-96.112944,TAYLORCRAFT,BF,96000 AIRCRAFT LLC
ERA23LA095,ACC,2022-12-26T13:35:00Z,Hampton,New Hampshire,United States,N2895Z,None,0,0,0,42.961268,-70.830154,BELLANCA,7ECA,NA
CEN23LA069,ACC,2022-12-26T13:00:00Z,South St. Paul,Minnesota,United States,N51115,None,0,0,0,44.857217,-93.033093,CESSNA,150J,Condor Aviation LLC
WPR23LA075,ACC,2022-12-26T12:50:00Z,Payson,Arizona,United States,N749PJ,None,0,0,0,34.256836,-111.33925,AMERICAN CHAMPION AIRCRAFT,8GCBC,NA
ERA23LA093,ACC,2022-12-26T11:22:00Z,Annapolis,Maryland,United States,N1867H,Minor,0,0,1,38.942878,-76.568399,PIPER,PA-28-151,NA
WPR23LA077,ACC,2022-12-24T17:53:00Z,Livermore,California,United States,N65Y,Serious,0,1,0,37.695076,-121.80188,BEECH,V35B,NA
DCA23LA107,ACC,2022-12-24T05:00:00Z,Miami,Florida,United States,N456FX,Serious,0,1,0,24.28,-74.38,GULFSTREAM AEROSPACE,GIV-X (G450),FLEXJET LLC
WPR23FA073,ACC,2022-12-22T05:00:00Z,Santa Monica,California,United States,N7032X,Fatal,1,0,1,34.006042,-118.49441,CESSNA,150A,DAVID P. SMITH
CEN23LA068,ACC,2022-12-21T20:54:00Z,Reserve,Louisiana,United States,N321GD,None,0,0,0,30.087472000000002,-90.582833,Grumman American,AA-5B,NA
CEN23LA067,ACC,2022-12-21T15:47:00Z,Auburn Hills,Michigan,United States,N8768U,Minor,0,0,1,42.67112,-83.22053,CESSNA,172F,NA
CEN23LA091,ACC,2022-12-19T20:15:00Z,Pocahantas,Iowa,United States,2930J,None,0,0,0,42.742889,-94.647361,CESSNA,150G,NA
CEN23LA066,ACC,2022-12-19T16:05:00Z,Harrison,Arkansas,United States,N8137P,None,0,0,0,36.278243,-93.152444,BEECH,A36,NA
WPR23LA085,ACC,2022-12-19T05:00:00Z,Benson,Arizona,United States,N518DT,Minor,0,0,1,31.999444,-110.35797,Auto-Gyro,Cavalon,NA
DCA23LA172,INC,2022-12-18T15:51:00Z,Kahului,Hawaii,United States,N212UA,None,0,0,0,20.898649,-156.43045,BOEING,777,UNITED AIRLINES INC
WPR23LA070,ACC,2022-12-18T15:30:00Z,Afton,Wyoming,United States,N78HJ,Minor,0,0,1,42.708771,-110.94217,VANS,RV6,NA
WPR23LA071,ACC,2022-12-18T15:25:00Z,San Manual,Arizona,United States,N4144P,None,0,0,0,32.64,-110.65,PIPER,PA28,Chandler Air Service
DCA23LA096,ACC,2022-12-18T11:07:00Z,Kahului,Hawaii,United States,N393HA,Serious,0,6,19,20.8893,-156.4729,AIRBUS,A330-243,HAWAIIAN AIRLINES INC
WPR23LA074,ACC,2022-12-17T12:00:00Z,Cottonwood,California,United States,N9YA,Minor,0,0,1,40.342991,-122.33936,ROYSE RALPH L,GLASAIR,NA
ERA23LA091,ACC,2022-12-16T16:15:00Z,Brooksville,Florida,United States,N5405V,Minor,0,0,1,28.473611,-82.455416,CESSNA,R172K,NA
WPR23LA100,ACC,2022-12-15T21:45:00Z,Deming,New Mexico,United States,N29447,None,0,0,0,32.262389,-107.719,AERONCA,65-CA,JONES CODY
ERA23LA154,ACC,2022-12-15T15:20:00Z,Lexington,Kentucky,United States,N3844C,None,0,0,0,38.03675,-84.608639,CESSNA,310R,NA
ANC23LA009,ACC,2022-12-15T13:05:00Z,Lihue,Hawaii,United States,N991AB,Serious,0,1,1,21.970702,-159.35182,BEECH,77,NA
CEN23LA065,ACC,2022-12-15T11:56:00Z,Denton,Texas,United States,"N221MF, N21462",None,0,0,0,33.200556,-97.194167,"CESSNA, CESSNA","172M, 182","US Aviation Academy,"
CEN23LA064,ACC,2022-12-15T09:15:00Z,Gulf of Mexico,Gulf of Mexico,United States,N414RL,Minor,0,0,3,29.148557,-91.570651,BELL,206-L4,ROTORCRAFT LEASING CO LLC
ANC23FA008,ACC,2022-12-15T05:00:00Z,Kaupo,Hawaii,United States,N13GZ,Fatal,3,0,0,20.558293,-156.07067,RAYTHEON AIRCRAFT COMPANY,C90A,GUARDIAN FLIGHT LLC
ERA23LA090,ACC,2022-12-14T11:45:00Z,San Juan,Puerto Rico,United States,N416PC,None,0,0,0,18.4567,-66.0983,CIRRUS DESIGN CORP,SR22,SKY WEST AVIATION INC TRUSTEE
WPR23LA072,ACC,2022-12-13T20:00:00Z,Liberal,Kansas,United States,N253SB,None,0,0,0,37.04,-100.96,CESSNA,441,"Lyddon Aero Center, Inc."
ERA23LA089,ACC,2022-12-13T11:55:00Z,Rockingham,North Carolina,United States,N498DS,None,0,0,0,34.859722,-79.752778,PIPER,PA-38-112,NA
WPR23LA065,ACC,2022-12-13T11:06:00Z,Lewistown,Montana,United States,C-GZPU,None,0,0,0,47.04925,-109.46669,PIPER,PA42,Babin Air
ERA23FA087,ACC,2022-12-13T10:25:00Z,Kellyton,Alabama,United States,N74586,Fatal,1,0,0,33.007645,-85.953344,MOONEY,M20B,RAINWATER FARMS LLC
CEN23LA062,ACC,2022-12-12T21:05:00Z,Addison,Texas,United States,N231GZ,Serious,0,2,0,32.9685,-96.8364,MOONEY AIRCRAFT CORP.,M20K,NA
WPR23LA066,ACC,2022-12-12T18:35:00Z,Yuba City,California,United States,N415RX,None,0,0,0,39.176333,-121.69066,AIRBUS HELICOPTERS,EC 130 T2,REACH AIR MEDICAL SERVICES LLC
ERA23LA085,ACC,2022-12-12T14:50:00Z,Knoxville,Tennessee,United States,N783SF,None,0,0,0,35.962503,-83.8718,CESSNA,172,Knoxville Flight Training Academy
WPR23LA068,ACC,2022-12-11T15:17:00Z,Rancho Cordova,California,United States,N255SD,None,0,0,0,38.579102,-121.2985,EUROCOPTER,EC120B,SACRAMENTO COUNTY SHERIFFS OFFICE
ERA23LA084,ACC,2022-12-11T13:20:00Z,Gilgo-Oak Beach-Captree,New York,United States,N14HT,None,0,0,0,40.647771,-73.333294,ROBINSON HELICOPTER,R22 BETA,N7047X-R22 LLC
ERA23LA088,ACC,2022-12-10T16:30:00Z,Alabaster,Alabama,United States,N5301G,None,0,0,0,33.177777,-86.783222,CESSNA,305,NA
WPR23LA062,ACC,2022-12-10T12:10:00Z,Socorro,New Mexico,United States,N422B,None,0,0,0,34.022472,-106.90313,CESSNA,172N,EVANS JACK J
